Age_Group	Interacts_with	Group
Chemical_Viewed_Structurally	Interacts_with	Amino_Acid_Peptide_or_Protein
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Steroid
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Carbohydrate
Chemical_Viewed_Structurally	Interacts_with	Eicosanoid
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Element_Ion_or_Isotope
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Lipid
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Organophosphorus_Compound
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Amino_Acid_Peptide_or_Protein
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Steroid
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Carbohydrate
Chemical_Viewed_Structurally	Interacts_with	Eicosanoid
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Element_Ion_or_Isotope
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Lipid
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Organophosphorus_Compound
Chemical_Viewed_Structurally	Interacts_with	Nucleic_Acid_Nucleoside_or_Nucleotide
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Amino_Acid_Peptide_or_Protein
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Steroid
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Carbohydrate
Chemical_Viewed_Structurally	Interacts_with	Eicosanoid
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Element_Ion_or_Isotope
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Lipid
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Hormone
Chemical_Viewed_Structurally	Interacts_with	Chemical_Viewed_Functionally
Chemical_Viewed_Structurally	Interacts_with	Inorganic_Chemical
Chemical_Viewed_Structurally	Interacts_with	Eicosanoid
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Vitamin
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Enzyme
Chemical_Viewed_Structurally	Interacts_with	Receptor
Chemical_Viewed_Structurally	Interacts_with	Biologically_Active_Substance
Chemical_Viewed_Structurally	Interacts_with	Element_Ion_or_Isotope
Chemical_Viewed_Structurally	Interacts_with	Biomedical_or_Dental_Material
Chemical_Viewed_Structurally	Interacts_with	Antibiotic
Chemical_Viewed_Structurally	Interacts_with	Pharmacologic_Substance
Chemical_Viewed_Structurally	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Chemical_Viewed_Structurally	Interacts_with	Hazardous_or_Poisonous_Substance
Chemical_Viewed_Structurally	Interacts_with	Chemical
Chemical_Viewed_Structurally	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Chemical_Viewed_Structurally	Interacts_with	Immunologic_Factor
Chemical_Viewed_Structurally	Interacts_with	Receptor
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hormone
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Biologically_Active_Substance
Eicosanoid	Interacts_with	Biomedical_or_Dental_Material
Eicosanoid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hormone
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hormone
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Biologically_Active_Substance
Eicosanoid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hormone
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Biologically_Active_Substance
Eicosanoid	Interacts_with	Biomedical_or_Dental_Material
Eicosanoid	Interacts_with	Antibiotic
Eicosanoid	Interacts_with	Pharmacologic_Substance
Eicosanoid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hormone
Eicosanoid	Interacts_with	Chemical_Viewed_Functionally
Eicosanoid	Interacts_with	Inorganic_Chemical
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Biologically_Active_Substance
Eicosanoid	Interacts_with	Biomedical_or_Dental_Material
Eicosanoid	Interacts_with	Antibiotic
Eicosanoid	Interacts_with	Pharmacologic_Substance
Eicosanoid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hormone
Eicosanoid	Interacts_with	Chemical_Viewed_Functionally
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Biologically_Active_Substance
Eicosanoid	Interacts_with	Biomedical_or_Dental_Material
Eicosanoid	Interacts_with	Antibiotic
Eicosanoid	Interacts_with	Pharmacologic_Substance
Eicosanoid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hormone
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Hormone
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Vitamin
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Enzyme
Eicosanoid	Interacts_with	Receptor
Eicosanoid	Interacts_with	Biologically_Active_Substance
Eicosanoid	Interacts_with	Biomedical_or_Dental_Material
Eicosanoid	Interacts_with	Antibiotic
Eicosanoid	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Hazardous_or_Poisonous_Substance
Eicosanoid	Interacts_with	Chemical
Eicosanoid	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Eicosanoid	Interacts_with	Immunologic_Factor
Eicosanoid	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hormone
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Enzyme
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Biologically_Active_Substance
Element_Ion_or_Isotope	Interacts_with	Biomedical_or_Dental_Material
Element_Ion_or_Isotope	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hormone
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Enzyme
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hormone
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Enzyme
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Biologically_Active_Substance
Element_Ion_or_Isotope	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hormone
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Enzyme
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Biologically_Active_Substance
Element_Ion_or_Isotope	Interacts_with	Biomedical_or_Dental_Material
Element_Ion_or_Isotope	Interacts_with	Antibiotic
Element_Ion_or_Isotope	Interacts_with	Pharmacologic_Substance
Element_Ion_or_Isotope	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Enzyme
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hormone
Element_Ion_or_Isotope	Interacts_with	Chemical_Viewed_Functionally
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Enzyme
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Biologically_Active_Substance
Element_Ion_or_Isotope	Interacts_with	Biomedical_or_Dental_Material
Element_Ion_or_Isotope	Interacts_with	Antibiotic
Element_Ion_or_Isotope	Interacts_with	Pharmacologic_Substance
Element_Ion_or_Isotope	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hormone
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Enzyme
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Hormone
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Vitamin
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Enzyme
Element_Ion_or_Isotope	Interacts_with	Receptor
Element_Ion_or_Isotope	Interacts_with	Biologically_Active_Substance
Element_Ion_or_Isotope	Interacts_with	Biomedical_or_Dental_Material
Element_Ion_or_Isotope	Interacts_with	Antibiotic
Element_Ion_or_Isotope	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Hazardous_or_Poisonous_Substance
Element_Ion_or_Isotope	Interacts_with	Chemical
Element_Ion_or_Isotope	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Element_Ion_or_Isotope	Interacts_with	Immunologic_Factor
Element_Ion_or_Isotope	Interacts_with	Receptor
Enzyme	Interacts_with	Chemical
Enzyme	Interacts_with	Hazardous_or_Poisonous_Substance
Enzyme	Interacts_with	Chemical
Enzyme	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Enzyme	Interacts_with	Receptor
Enzyme	Interacts_with	Hazardous_or_Poisonous_Substance
Enzyme	Interacts_with	Chemical
Enzyme	Interacts_with	Hazardous_or_Poisonous_Substance
Enzyme	Interacts_with	Chemical
Enzyme	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Enzyme	Interacts_with	Hazardous_or_Poisonous_Substance
Enzyme	Interacts_with	Chemical
Enzyme	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Enzyme	Interacts_with	Immunologic_Factor
Enzyme	Interacts_with	Receptor
Family_Group	Interacts_with	Patient_or_Disabled_Group
Family_Group	Interacts_with	Group
Family_Group	Interacts_with	Group
Fish	Interacts_with	Organism
Fish	Interacts_with	Archaeon
Fish	Interacts_with	Organism
Fish	Interacts_with	Archaeon
Fish	Interacts_with	Organism
Fish	Interacts_with	Human
Fish	Interacts_with	Archaeon
Fish	Interacts_with	Organism
Fish	Interacts_with	Human
Fish	Interacts_with	Mammal
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Bird
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Fish
Fungus	Interacts_with	Invertebrate
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Bird
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Amphibian
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Vertebrate
Fungus	Interacts_with	Fish
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Invertebrate
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Bird
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Amphibian
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Vertebrate
Fungus	Interacts_with	Animal
Fungus	Interacts_with	Fish
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Fish
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Bird
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Amphibian
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Vertebrate
Fungus	Interacts_with	Fish
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Human
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Human
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Invertebrate
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Bird
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Amphibian
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Vertebrate
Fungus	Interacts_with	Animal
Fungus	Interacts_with	Fish
Fungus	Interacts_with	Bacterium
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Bird
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Amphibian
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Fish
Fungus	Interacts_with	Rickettsia_or_Chlamydia
Fungus	Interacts_with	Invertebrate
Fungus	Interacts_with	Archaeon
Fungus	Interacts_with	Bird
Fungus	Interacts_with	Organism
Fungus	Interacts_with	Amphibian
Fungus	Interacts_with	Human
Fungus	Interacts_with	Reptile
Fungus	Interacts_with	Mammal
Fungus	Interacts_with	Vertebrate
Fungus	Interacts_with	Animal
Fungus	Interacts_with	Fish
Fungus	Interacts_with	Bacterium
Hormone	Interacts_with	Hazardous_or_Poisonous_Substance
Hormone	Interacts_with	Chemical
Hormone	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Hormone	Interacts_with	Vitamin
Hormone	Interacts_with	Immunologic_Factor
Hormone	Interacts_with	Receptor
Hormone	Interacts_with	Chemical
Hormone	Interacts_with	Hazardous_or_Poisonous_Substance
Hormone	Interacts_with	Chemical
Hormone	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Hormone	Interacts_with	Receptor
Hormone	Interacts_with	Hazardous_or_Poisonous_Substance
Hormone	Interacts_with	Chemical
Hormone	Interacts_with	Hazardous_or_Poisonous_Substance
Hormone	Interacts_with	Chemical
Hormone	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Hormone	Interacts_with	Hazardous_or_Poisonous_Substance
Hormone	Interacts_with	Chemical
Hormone	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Hormone	Interacts_with	Immunologic_Factor
Hormone	Interacts_with	Receptor
Human	Interacts_with	Organism
Immunologic_Factor	Interacts_with	Chemical
Immunologic_Factor	Interacts_with	Hazardous_or_Poisonous_Substance
Immunologic_Factor	Interacts_with	Chemical
Immunologic_Factor	Interacts_with	Hazardous_or_Poisonous_Substance
Immunologic_Factor	Interacts_with	Chemical
Immunologic_Factor	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Indicator_Reagent_or_Diagnostic_Aid	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hormone
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Vitamin
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Enzyme
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Biologically_Active_Substance
Inorganic_Chemical	Interacts_with	Biomedical_or_Dental_Material
Inorganic_Chemical	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hormone
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Vitamin
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Enzyme
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hormone
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Vitamin
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Enzyme
Inorganic_Chemical	Interacts_with	Receptor
Inorganic_Chemical	Interacts_with	Biologically_Active_Substance
Inorganic_Chemical	Interacts_with	Neuroreactive_Substance_or_Biogenic_Amine
Inorganic_Chemical	Interacts_with	Hazardous_or_Poisonous_Substance
Inorganic_Chemical	Interacts_with	Chemical
Inorganic_Chemical	Interacts_with	Hormone
Inorganic_Chemical	Interacts_with	Indicator_Reagent_or_Diagnostic_Aid
Inorganic_Chemical	Interacts_with	Vitamin
Inorganic_Chemical	Interacts_with	Immunologic_Factor
Inorganic_Chemical	Interacts_with	Enzyme
